Playlist Name,Track Name,Artist,Album,Release Date
Unknown,Livin' On A Prayer,Bon Jovi,Slippery When Wet,1986-01-01
Unknown,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,1987-07-21
Unknown,Sweet Caroline,Neil Diamond,Sweet Caroline,1969
Unknown,Physical,Olivia Newton-John,Physical,1981-01-01
Unknown,Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE (Deluxe),2014-03-17
Unknown,Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01
Unknown,Replay,Iyaz,Replay,2009-08-11
Unknown,Paranoid,Jonas Brothers,"Lines, Vines and Trying Times",2009-06-14
Unknown,I'm a Slave 4 U,Britney Spears,Britney (Digital Deluxe Version),2001-10-31
Unknown,Give Me Hope,New Politics,New Politics,2010-07-12
Unknown,Misery,Maroon 5,Hands All Over (Deluxe),2010
Unknown,S.O.S.,Jonas Brothers,Jonas Brothers,2007-08-07
Unknown,1985,Bowling For Soup,A Hangover You Don't Deserve,2004-09-11
Unknown,Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997-04-08
Unknown,I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17
Unknown,Ymca,Village People,"Was nicht passt, wird passend gemacht (Music Inspired By the Film)",2005-05-30
Unknown,Paparazzi,Lady Gaga,The Fame Monster (Deluxe),2009-01-01
Unknown,Ni**as In Paris,JAY-Z,Watch The Throne (Deluxe),2011-08-08
Unknown,Gold Digger,Kanye West,Late Registration,2005-08-30
Unknown,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,GDFR (feat. Sage The Gemini & Lookas),2014-09-29
Unknown,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2013-10-04
Unknown,Since U Been Gone,Kelly Clarkson,Breakaway,2004-01-17
Unknown,Low (feat. T-Pain),Flo Rida,Mail on Sunday,2008-03-17
Unknown,Evacuate the Dancefloor - Radio Edit,Cascada,Evacuate The Dancefloor,2009-08-18
Unknown,Fuck You,CeeLo Green,The Lady Killer,2010-11-09
Unknown,Candyman,Christina Aguilera,Back To Basics,2006-08-14
Unknown,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,Moulin Rouge,2001-01-01
Unknown,Hard Times,Paramore,Hard Times,2017-04-19
Unknown,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,1983-10-14
Unknown,Wake Up Call,Maroon 5,It Won't Be Soon Before Long.,2007-01-01
Unknown,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,2008-11-17
Unknown,Womanizer,Britney Spears,Circus (Deluxe Version),2008-12-02
Unknown,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02
Unknown,Hot N Cold,Katy Perry,One Of The Boys,2008-06-17
Unknown,Crazy In Love (feat. JAY-Z),Beyoncé,Dangerously In Love,2003-06-24
Unknown,Poker Face,Lady Gaga,The Fame,2008-01-01
Unknown,Rehab,Amy Winehouse,Back To Black,2006-01-01
Unknown,You Make My Dreams (Come True),Daryl Hall & John Oates,Voices,1980
Unknown,Can't Be Tamed,Miley Cyrus,Can't Be Tamed,2010-01-01
Unknown,No Control,One Direction,FOUR (Deluxe),2014-11-17
Unknown,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-08-24
Unknown,Circus,Britney Spears,Circus (Deluxe Version),2008-12-02
Unknown,Just Dance,Lady Gaga,The Fame,2008-01-01
Unknown,Alejandro,Lady Gaga,The Fame Monster (Deluxe),2009-01-01
Unknown,If U Seek Amy,Britney Spears,Circus (Deluxe Version),2008-12-02
Unknown,Body Moves,DNCE,DNCE,2016-11-18
Unknown,My Own Worst Enemy,Lit,A Place In The Sun,1999-02-22
Unknown,TiK ToK,Kesha,Animal,2010
Unknown,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02
Unknown,Tainted Love - Remastered 2008,Soft Cell,Non Stop Erotic Cabaret (Deluxe Edition / Remastered 2008),1981-12
Unknown,That's What I Like,Bruno Mars,24K Magic,2016-11-17
Unknown,Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics,Sweet Dreams (Are Made Of This),1983-01-04
Unknown,What I Like About You,The Romantics,What I Like About You (And Other Romantic Hits),1990
Unknown,Surrender,Cheap Trick,Heaven Tonight,1978-04
Unknown,Boys,Charli xcx,Boys,2017-07-26
Unknown,Faith - Remastered - featured in 'Babygirl',George Michael,Faith,1987-10-30
Unknown,Too Shy,Kajagoogoo,White Feathers,1983
Unknown,Love Is A Battlefield - Remastered 2005,Pat Benatar,Greatest Hits,2005-01-01
Unknown,Somebody's Watching Me - Single Version,Rockwell,Gold - '80s Soul,2006-01-01
Unknown,Maneater,Daryl Hall & John Oates,H2O,1982
Unknown,Before He Cheats,Carrie Underwood,Some Hearts,2005-11-14
Unknown,Paper Planes,M.I.A.,Kala,2007-01-01
Unknown,Beautiful Soul,Jesse McCartney,Beautiful Soul,2004-01-01
Unknown,"Check Yes, Juliet",We The Kings,We The Kings,2007-01-01
Unknown,So What,P!nk,Funhouse,2008-10-24
Unknown,Young Dumb & Broke,Khalid,American Teen,2017-04-27
Unknown,Behind These Hazel Eyes,Kelly Clarkson,Breakaway,2004-01-17
Unknown,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),2011-10-24
Unknown,Breakaway,Kelly Clarkson,Breakaway,2004-01-17
Unknown,Attention,Charlie Puth,Attention,2017-04-20
Unknown,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02
Unknown,Come & Get It,Selena Gomez,Come & Get It,2013-01-01
Unknown,Bacon,Nick Jonas,Last Year Was Complicated,2016-06-10
Unknown,Jealous,Nick Jonas,Nick Jonas X2,2015-11-20
Unknown,Unwritten,Natasha Bedingfield,Unwritten,2004-09-06
Unknown,Gives You Hell,The All-American Rejects,When The World Comes Down,2008-01-01
Unknown,Uptown Girl,Billy Joel,An Innocent Man,1983-08-08
Unknown,You Spin Me Round (Like a Record),Dead Or Alive,Youthquake,1985-09-05
Unknown,I Want You Back,The Jackson 5,Greatest Hits,1971-01-01
Unknown,Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,2007-04-27
Unknown,ABC,The Jackson 5,ABC,1970-05-08
Unknown,"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2005-01-01
Unknown,Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime,1979-01-01
Unknown,DONTTRUSTME,3OH!3,WANT,2008-07-07
Unknown,Fireflies,Owl City,Ocean Eyes,2009-01-01
Unknown,Hooked On A Feeling,Blue Swede,Hooked On A Feeling - 40th Anniversary Collection,2014-09-30
Unknown,Shake It,Metro Station,Metro Station,2007-09-18
Unknown,Ridin' Solo,Jason Derulo,Jason Derulo,2010-02-24
Unknown,Twist And Shout - Remastered 2009,The Beatles,Please Please Me (Remastered),1963-03-22
Unknown,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,1967-09
Unknown,Everybody (Backstreet's Back) - Extended Version,Backstreet Boys,Backstreet Boys,1996
Unknown,You Give Love A Bad Name,Bon Jovi,Slippery When Wet,1986-01-01
Unknown,Body Like A Back Road,Sam Hunt,Body Like A Back Road,2017-02-01
Unknown,House Party,Sam Hunt,Montevallo,2014-10-24
Unknown,Ex To See,Sam Hunt,Montevallo,2014-10-24
Unknown,Mambo No. 5 (A Little Bit of...),Lou Bega,A Little Bit Of Mambo,1999-08-24
Unknown,Wagon Wheel,Darius Rucker,True Believers,2013-01-01
Unknown,STARSTRUKK (feat. Katy Perry),3OH!3,WANT (Deluxe),2009-01-16
Unknown,Funky Town,Lipps Inc.,Paradas Continuas,2009-10-20
Unknown,I Hate Myself for Loving You,Joan Jett & the Blackhearts,Up Your Alley,1988-05-23
Unknown,My Life Would Suck Without You,Kelly Clarkson,All I Ever Wanted,2009-03-06
Unknown,Latch,Disclosure,Latch,2012-01-01
Unknown,The Reflex - Single Version; 2010 Remaster,Duran Duran,Seven and the Ragged Tiger (Deluxe Edition),1983-11-21
Unknown,"Ghostbusters - From ""Ghostbusters""",Ray Parker Jr.,Ghostbusters,1984
Unknown,Words,Missing Persons,Spring Session M.,1982
Unknown,PUNKBITCH,3OH!3,WANT (Deluxe),2009-01-16
Unknown,Old Time Rock & Roll,Bob Seger,Stranger In Town,1978-05-05
Unknown,Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA (Remastered),1963-03-25
Unknown,Raspberry Beret,Prince,Around the World in a Day,1985-04-22
Unknown,Under Pressure - Remastered 2011,Queen,Hot Space (2011 Remaster),1982-05-03
Unknown,Congratulations,Post Malone,Stoney (Deluxe),2016-12-09
Unknown,rockstar,Post Malone,rockstar,2017-09-15
Unknown,More Than You Know,Axwell /\ Ingrosso,More Than You Know,2017-05-24
Unknown,Patience,Bad Suns,Disappear Here,2016-09-16
Unknown,HOLD ME TIGHT OR DON’T,Fall Out Boy,HOLD ME TIGHT OR DON'T,2017-11-15
Unknown,God Save Our Young Blood (with Lana Del Rey),BØRNS,God Save Our Young Blood (with Lana Del Rey),2018-01-02
Unknown,Tonight Is the Night,Outasight,Tonight Is The Night,2011-09-23
Unknown,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,2014-06-27
Unknown,Lose Yourself,Eminem,Curtain Call: The Hits (Deluxe Edition),2005-12-06
Unknown,I Want,One Direction,Up All Night,2012-05-25
Unknown,Cum on Feel the Noize,Quiet Riot,Metal Health,1983
Unknown,Crazy - Single Version,Gnarls Barkley,Crazy,2006-03-31
Unknown,How Long,Charlie Puth,How Long,2017-10-05
Unknown,Baby Got Back,Sir Mix-A-Lot,Mack Daddy,1992-01-01
Unknown,Bulletproof,La Roux,La Roux,2009-01-01
Unknown,Mi Gente,J Balvin,Mi Gente,2017-06-30
Unknown,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",2012
Unknown,Party (feat. Usher & Gucci Mane),Chris Brown,Party (feat. Usher & Gucci Mane),2016-12-16
Unknown,7/11,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24
Unknown,Love Me,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26
Unknown,In Da Club,50 Cent,Get Rich Or Die Tryin',2003-02-06
Unknown,Waves,Kanye West,The Life Of Pablo,2016-04-04
Unknown,No Role Modelz,J. Cole,2014 Forest Hills Drive,2014-12-09
Unknown,Confident,Justin Bieber,Journals,2014-05-13
Unknown,You Rock My World,Michael Jackson,The Essential Michael Jackson,2005-07-19
Unknown,Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day,2009-09-15
Unknown,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,2007-01-01
Unknown,Pump It,Black Eyed Peas,Monkey Business,2005-01-01
Unknown,Always Something There to Remind Me,Naked Eyes,Burning Bridges,1983-03-16
Unknown,Who Let The Dogs Out,Baha Men,Who Let The Dogs Out,2000
Unknown,We Got The Beat,The Go-Go's,Beauty And The Beat,1981-01-01
Unknown,Bananza (Belly Dancer),Akon,Trouble,2006-01-01
Unknown,Get Low,Lil Jon & The East Side Boyz,Kings Of Crunk,2002-10-29
Unknown,Copacabana (At the Copa),Barry Manilow,Dance Vault Mixes - Copacabana (At The Copa),2006-09-12
Unknown,We Are The Champions - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),1977-10-28
Unknown,Kids In America,Kim Wilde,The Singles Collection 1981 - 1993,1993-01-01
Unknown,Shakedown Street - 2013 Remaster,Grateful Dead,Shakedown Street,1978
Unknown,Tequila (Original),The Champs,Tequila,2000
Unknown,Live Your Life,T.I.,Paper Trail,2008-09-07
Unknown,Don't Phunk With My Heart,Black Eyed Peas,Monkey Business (International Version),2005-01-01
Unknown,Ironic,Alanis Morissette,Jagged Little Pill,1995-06-09
Unknown,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Girls Like You (feat. Cardi B),2018-05-30
Unknown,Look At Me Now,Chris Brown,Look At Me Now,2011-02-01
Unknown,PICK IT UP (feat. A$AP Rocky),Famous Dex,Pick It Up (feat. A$AP Rocky),2017-10-20
Unknown,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,2016-04-04
Unknown,In My Feelings,Drake,Scorpion,2018-06-29
Unknown,Wyclef Jean,Young Thug,JEFFERY,2016-08-26
Unknown,Death of a Bachelor,Panic! At The Disco,Death of a Bachelor,2016-01-15
Unknown,King Kunta,Kendrick Lamar,To Pimp A Butterfly,2015-03-16
Unknown,Stir Fry,Migos,Culture II,2018-01-26
Unknown,Jackie Chan,Tiësto,Jackie Chan,2018-05-18
Unknown,Despacito - Remix,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),2017-04-17
Unknown,Youngblood,5 Seconds of Summer,Youngblood (Deluxe),2018-06-15
Unknown,New Rules,Dua Lipa,Dua Lipa (Deluxe),2017-06-02
Unknown,You May Be Right,Billy Joel,Glass Houses,1980-03-12
Unknown,no tears left to cry,Ariana Grande,Sweetener,2018-08-17
Unknown,Fuck You,Lily Allen,"It's Not Me, It's You",2009-02-06
Unknown,Miss Independent,Kelly Clarkson,Thankful,2003-04-15
Unknown,Magic In The Hamptons (feat. Lil Yachty),Social House,Magic In The Hamptons (feat. Lil Yachty),2018-06-08
Unknown,Groove Is in the Heart,Deee-Lite,Rhino Hi-Five: Deee-Lite,2005-04-19
Unknown,When Doves Cry,Prince,Purple Rain,1984-06-25
Unknown,I Want To Break Free,Queen,The Works,1984-02-27
Unknown,Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27
Unknown,"thank u, next",Ariana Grande,"thank u, next",2018-11-03
Unknown,Call Me,Blondie,Call Me,2004-01-01
Unknown,Maria,Blondie,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,2013-05-12
Unknown,Rolling in the Deep,Adele,21,2011-01-19
Unknown,Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,2008-02-08
Unknown,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller 25 Super Deluxe Edition,2008-02-08
Unknown,Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition,2008-02-08
Unknown,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,1979-08-10
Unknown,I Like It,Cardi B,Invasion of Privacy,2018-04-06
Unknown,Finesse - Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],2017-12-20
Unknown,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13
Unknown,Steal My Girl,One Direction,FOUR (Deluxe),2014-11-17
Unknown,Best Song Ever,One Direction,Midnight Memories (Deluxe),2013-11-25
Unknown,What Makes You Beautiful,One Direction,Up All Night,2012-05-25
Unknown,One Thing,One Direction,Up All Night,2012-05-25
Unknown,We Didn't Start the Fire,Billy Joel,Storm Front,1989-10-17
Unknown,Holiday,Madonna,Madonna,1983-07-27
Unknown,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21
Unknown,You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),1986-08-12
Unknown,We Built This City,Starship,Knee Deep In The Hoopla,1985
Unknown,Heaven Is A Place On Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,1987
Unknown,Run To You,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),1984-11-05
Unknown,Five More Hours,Deorro,Five More Hours,2015-03-03
Unknown,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,2009-08-27
Unknown,Come Get It Bae,Pharrell Williams,G I R L,2014-03-03
Unknown,7 rings,Ariana Grande,7 rings,2019-01-18
Unknown,Hotel Room Service,Pitbull,Pitbull Starring In Rebelution,2009-08-31
Unknown,Heartless,Kanye West,808s & Heartbreak,2008-11-24
Unknown,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,1980
Unknown,Sleeping With the Television On,Billy Joel,Glass Houses,1980-03-12
Unknown,Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02
Unknown,Truth Hurts,Lizzo,Cuz I Love You (Deluxe),2019-05-03
Unknown,Juice,Lizzo,Cuz I Love You,2019-04-19
Unknown,Good as Hell,Lizzo,Good as Hell,2016-03-09
Unknown,"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,Let's Hear It for the Boy (Expanded Edition),1984-04-16
Unknown,Fernando,ABBA,Arrival,1976
Unknown,Chiquitita,ABBA,Voulez-Vous,1979
Unknown,Allergic,Post Malone,Hollywood's Bleeding,2019-09-06
Unknown,Wow.,Post Malone,Hollywood's Bleeding,2019-09-06
Unknown,hot girl bummer,blackbear,hot girl bummer,2019-08-23
Unknown,Just What I Needed,The Cars,The Cars,1978-06-06
Unknown,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,1993-08-03
Unknown,A Change Would Do You Good,Sheryl Crow,Sheryl Crow,1996-01-01
Unknown,Method of Modern Love,Daryl Hall & John Oates,Big Bam Boom,1984-10-12
Unknown,Lollipop,Lil Wayne,Tha Carter III,2008-06-10
Unknown,6 Foot 7 Foot,Lil Wayne,Tha Carter IV (Deluxe),2011-01-01
Unknown,Tongue Tied,GROUPLOVE,Never Trust a Happy Song,2011-09-02
Unknown,"Wild, Wild West",The Escape Club,Wild. Wild West,1988-07-05
Unknown,Shattered Dreams - Remastered 2008,Johnny Hates Jazz,Turn Back The Clock,1988
Unknown,Only Human,Jonas Brothers,Happiness Begins,2019-06-07
Unknown,I'm a Mess,Bebe Rexha,Expectations,2018-06-22
Unknown,I Do Not Hook Up,Kelly Clarkson,All I Ever Wanted,2009-03-06
Unknown,All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),2002
Unknown,Smile,Lily Allen,"Alright, Still (Bonus Track Version)",2006-05-08
Unknown,Things Can Only Get Better,Howard Jones,Dream Into Action,1985
Unknown,Lonely No More,Rob Thomas,Something to Be,2005-04-05
Unknown,More Than A Woman,Bee Gees,Greatest,1979-01-01
Unknown,...Ready For It?,Taylor Swift,reputation,2017-11-10
Unknown,Let Her Dance,The Bobby Fuller Four,Never To Be Forgotten - The Mustang Years,1998
Unknown,Heart Of Glass,Blondie,Parallel Lines,1978-09-23
Unknown,Crazy Little Thing Called Love - Remastered 2011,Queen,The Game (Deluxe Remastered Version),1980-06-27
Unknown,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,A Day At The Races (Deluxe Remastered Version),1976-12-10
Unknown,Feelin' The Vibe,The Boy from the South,Feelin' The Vibe,2020-07-31
Unknown,Caroline,A.J. Sandlin,Caroline,2020-05-06
Unknown,Miguel,Daniel Cherote,Miguel,2019-12-20
Unknown,Baianá,Bakermat,Baianá,2019-10-31
Unknown,Doses & Mimosas,Cherub,Year of the Caprese,2014
Unknown,Sex,The 1975,The 1975,2013-01-01
Unknown,Bubble Pop Electric,Gwen Stefani,Love. Angel. Music. Baby. (Deluxe Version),2004-11-12
Unknown,Hung Up,Madonna,Confessions on a Dance Floor,2005-11-11
Unknown,Party Monster,The Weeknd,Starboy,2016-11-25
Unknown,All The Girls Love Alice - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),1973-10-05
Unknown,It Ain't Over 'Til It's Over,Lenny Kravitz,Mama Said,1991-04-02
Unknown,Cool Cat - Remastered 2011,Queen,Hot Space (Deluxe Remastered Version),1982-05-03
Unknown,good 4 u,Olivia Rodrigo,good 4 u,2021-05-14
Unknown,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,The Papercut Chronicles,2005-02-22
Unknown,I Was Made For Lovin' You,KISS,Dynasty,1979-03-23
Unknown,Zanzibar,Billy Joel,52nd Street,1978-10-13
Unknown,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Flockaveli,2010-10-01
Unknown,Alright,Supergrass,I Should Coco,1995-05-15
Unknown,Boogie Wonderland,"Earth, Wind & Fire",I Am,1979-06
Unknown,Love My Way,The Psychedelic Furs,All Of This And Nothing,1988-01-01
Unknown,I Don't Feel Like Dancin' - Radio Edit,Scissor Sisters,I Don't Feel Like Dancin',2006-01-01
Unknown,Toxic Pony,ALTÉGO,Toxic Pony,2022-01-21
Unknown,Don't Lose My Number - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),1985-01-25
Unknown,Let's Dance - 2002 Remaster,David Bowie,Let's Dance,1983
Unknown,Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,Hot Mess,2009-08-07
Unknown,Cry for You,September,Dancing Shoes,2007-03-08
Unknown,As It Was,Harry Styles,As It Was,2022-03-31
Unknown,New Romantics,Taylor Swift,1989 (Deluxe Edition),2014-10-27
Unknown,Wet Dream,Wet Leg,Wet Dream,2021-09-28
Unknown,Private Eyes,Daryl Hall & John Oates,Private Eyes (Expanded Edition),1981
Unknown,Bejeweled,Taylor Swift,Midnights (3am Edition),2022-10-22
Unknown,Bouncin,Tinashe,333,2021-08-06
Unknown,Friday I'm in Love,The Cure,Wish,1992-04-21
Unknown,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,Heads Will Roll,2009
Unknown,Man Down,Rihanna,Loud,2010-11-16
Unknown,Say It Right,Nelly Furtado,Loose,2006-01-01
Unknown,Maneater,Nelly Furtado,Loose,2006-01-01
Unknown,Promiscuous,Nelly Furtado,Loose,2006-01-01
Unknown,Ms. Jackson,Outkast,Stankonia,2000-10-31
Unknown,Smile Like You Mean It,The Killers,Hot Fuss,2004-06-15
Unknown,Karma,Taylor Swift,Midnights (3am Edition),2022-10-22
Unknown,Karma Chameleon,Culture Club,At Worst...The Best Of Boy George And Culture Club,1993-01-01
Unknown,Ain't No Other Man,Christina Aguilera,Back To Basics,2006-08-14
Unknown,West End Girls - 2001 Remaster,Pet Shop Boys,Please: Further Listening 1984-1986,1986-03-24
Unknown,Psycho Killer - 2005 Remaster,Talking Heads,Talking Heads '77 (Deluxe Version),1977-09-16
Unknown,Venus,Shocking Blue,At Home,1969
Unknown,Smooth Operator - Single Version,Sade,The Best of Sade,1994-10-31
Unknown,Junk Of The Heart (Happy),The Kooks,Junk Of The Heart,2011-01-01
Unknown,Love Don't Cost a Thing,Jennifer Lopez,J.Lo,2001-01-23
Unknown,One That Got Away,MUNA,One That Got Away,2023-04-17
Unknown,Silk Chiffon,MUNA,MUNA,2022-06-24
Unknown,What I Want,MUNA,MUNA,2022-06-24
Unknown,Man! I Feel Like A Woman!,Shania Twain,Come On Over,1997-11-04
Unknown,Nobody,Mitski,Be the Cowboy,2018-08-17
Unknown,Blue Monday,New Order,Substance,1987-08-17
Unknown,Little Dark Age,MGMT,Little Dark Age,2018-02-09
Unknown,Take My Breath,The Weeknd,Dawn FM,2022-01-06
Unknown,"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,Songs From The Big Chair (Deluxe),1985-02-25
Unknown,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music From The Motion Picture),2022-05-27
Unknown,Everything Is Embarrassing,Sky Ferreira,Ghost,2012-01-01
Unknown,Hella Good,No Doubt,Rock Steady (Expanded Edition),2001-12-11
Unknown,Not Strong Enough,boygenius,the record,2023-03-31
